x,y,z
-0.14833809178998345,0.02444311683529291,0.13029104952614806
-0.14787711736399628,0.024438347869306515,0.13105256810877733
-0.1471774739562978,0.024429253017254522,0.13218201236069163
-0.14632908327701444,0.024418230582999766,0.1334911262669203
-0.14537242358470417,0.024405379738098195,0.13488959071301845
-0.14432185284841345,0.024391299661715153,0.1363446180437616
-0.14318663921211303,0.024375601762177,0.13782647153953828
-0.1419736245273727,0.02435832237132793,0.13931507363476994
-0.14085341998324352,0.024315301439579485,0.14099496796690988
-0.1399453574088263,0.024274083224489075,0.1429279267124197
-0.13914925648507295,0.024236598469362495,0.14492553788948806
-0.13844022669345857,0.02420295053271462,0.1469654713247666
-0.13778927544315236,0.02417441334857296,0.1490570600774574
-0.1371901738459601,0.024149547817550715,0.15118680149982433
-0.13664228816043314,0.02412630953781348,0.15334797954578766
-0.13614601715679292,0.02410443604329969,0.15553484157658035
-0.13569987400362163,0.024084254645823408,0.1577459378621404
-0.1353105365260241,0.02406630370911401,0.15998773801195398
-0.1349688006878948,0.02404918228242713,0.16224689623760394
-0.13467215900498378,0.0240338753996031,0.16451828664635768
-0.13441158672428308,0.024019435910590733,0.1668158507756284
-0.1341809764420032,0.024005067622136892,0.16911663623786663
-0.13398227910415658,0.0239914963837145,0.17142058114104614
-0.13381620538518021,0.02397943715764362,0.1737264880798385
-0.13368043409408148,0.023967414623329027,0.17603446469121484
-0.1335742068842138,0.02395651598667764,0.17833963085336316
-0.1334956268138619,0.023945550630033875,0.18064278355621047
-0.13344399234375198,0.023935588577448146,0.1829394223976423
-0.13341753601120004,0.02392542924176441,0.1852305279723834
-0.1334286112678883,0.02391649632466222,0.1875277251434467
-0.13346389782915263,0.023906253121244038,0.18982446775215728
-0.1335173200142872,0.023896846814008013,0.1921023562103293
-0.13359008880685178,0.02388749299038736,0.19436970782955912
-0.1336830026163062,0.02387755899327245,0.19662396116064196
-0.13379518186063163,0.023867305989289062,0.19886377655970974
-0.1339239766415266,0.023856384926510866,0.20108845193412386
-0.13407020332367334,0.02384797023028573,0.2032966911804427
-0.134232609781869,0.02384206085957536,0.20548736366001114
-0.13440957896596475,0.02383788640323628,0.20765958755263736
-0.1345998981837898,0.023834743072531726,0.2098126954763095
-0.13481290861090078,0.023832291188567622,0.2119573380545013
-0.13503841460322832,0.02382984943040666,0.21408814278228
-0.1352717798657001,0.02382740334170235,0.21619765474030248
-0.13551388833549266,0.023824980252428248,0.2182857514965551
-0.13576510259655716,0.023822553194001683,0.22035197190087488
-0.1360257377155511,0.023820071333961825,0.22239559176265042
-0.1362959480774987,0.02381749551860685,0.22441590641933085
-0.13657573503799955,0.023814803413728002,0.22641225660440084
-0.13686497996514785,0.023811989494482124,0.22838403753233136
-0.13716349529660515,0.023809053263071724,0.23033069272534532
-0.137471059644531,0.02380599823796365,0.2322517034638363
-0.13778743564945609,0.023802830141016883,0.23414657999055785
-0.13808325792369416,0.0238007898982929,0.235867603215635
-0.13836383753192533,0.023799130029313092,0.23741233680638266
-0.1386284631838724,0.02379769610591923,0.23880094171750665
-0.13887634971804452,0.0237964084025217,0.24003093997866112
-0.1391059746193971,0.02379511139587137,0.24111645239345822
-0.13931412131650117,0.02379374789916044,0.24207018914962133
-0.13949743454969205,0.023792315647684362,0.24290478719676306
-0.1396526284414386,0.023790845601981265,0.2436321714094094
-0.13977663604764456,0.023789374052602775,0.244263292840863
-0.13986678133198754,0.02378794064552964,0.24480785424180881
-0.1399418680245483,0.023772785064388555,0.24531097510589417
-0.140019882878082,0.02374454210408435,0.24578440070791752
-0.14011059750533528,0.02372465150450221,0.24622566552131359
-0.14020344267136348,0.023712285126893957,0.2466184310687539
-0.1402948945940767,0.023705905384711658,0.2469684023638916
-0.14038280152805124,0.02370390424374063,0.24728092547592173
-0.14046552281149655,0.023704539626361674,0.24756005264255682
-0.14054197345780844,0.023706077899394554,0.24780930120911496
-0.14061217609552043,0.023707725551120884,0.248032503375881
-0.14067634970807832,0.02370916067653279,0.24823256223172405
-0.14073484541485076,0.023710272879315694,0.24841197056488604
-0.14078806844168992,0.023711044166330134,0.24857292227808916
-0.1408364336131553,0.023711495438662734,0.2487173607416885
-0.14088034366811494,0.023711662207629592,0.248847013461059
-0.14092017949808366,0.023711583477827307,0.2489634196709558
-0.14095629650944885,0.023711296860703907,0.24906795304439758
-0.14098902380541906,0.023710836523886166,0.24916184087338422
-0.14101866474222507,0.023710232518940257,0.24924618056937436
-0.1410454981119931,0.023709510764641933,0.24932195403346055
-0.14106977958531194,0.02370869332797351,0.24939004027286008
-0.14109174323652948,0.02370779882623579,0.24945122653480964
-0.14111160310208967,0.023706842880940382,0.24950621815151236
-0.14112955461165458,0.023705838500857567,0.24955564730496374
-0.1411457760006233,0.023704796461900594,0.24960008079690568
-0.1411604296603043,0.023703725651076153,0.24964002696191284
-0.1411736634107451,0.023702633366627295,0.2496759418234283
-0.14118561169461402,0.02370152557632921,0.24970823457997438
-0.14119639669275497,0.02370040713774956,0.24973727249818187
-0.14120612936313304,0.023699281984869123,0.24976338527977682
-0.14121491040556589,0.023698153285436802,0.24978686896153038
-0.1412228311551164,0.023697023573157366,0.2498079894001782
-0.1412299744073588,0.02369589485839825,0.24982698538819573
-0.14123641517897598,0.023694768720674202,0.2498440714409685
-0.14124222140729273,0.023693646385743748,0.24985944029121365
-0.14124745459297042,0.023692528789515777,0.2498732651221818
-0.14125217039330704,0.023691416629107367,0.249885701566267
-0.14125641915178497,0.023690310410640274,0.24989688950166358
-0.14126024639105111,0.02368921048576736,0.2499069546580656
-0.14126369326295585,0.02368811708165583,0.24991601005749228
-0.14155671603984754,0.023686185861290253,0.24988571919408492
-0.14183877518374616,0.023684317063737116,0.249660863176358
-0.14211047229378684,0.023682506375622376,0.249243709786432
-0.1423233069738444,0.02368209108911161,0.248753379912958
-0.1424283606648553,0.02367982365073991,0.24830162570447276
-0.14242888756338043,0.023676537000238498,0.24787610371059046
-0.1423196460554242,0.02367196629767119,0.2474902638373024
-0.14210014030377469,0.0236661401852969,0.2471450043071217
-0.141772670465841,0.023659119460137924,0.24683846047008068
-0.14135323876290443,0.02364788491573118,0.24656455640624253
-0.14085028620834764,0.02363740537752031,0.24631351299384252
-0.14027036538392051,0.023629501409679038,0.24606650484199635
-0.13961881936025555,0.02362397408785378,0.24581383250952743
-0.13889926150209314,0.02362001327381163,0.24554865420580999
-0.13811421151359995,0.02361690214385726,0.24526623025469124
-0.13726544182565933,0.02361421203826281,0.24496319928443927
-0.1363542162159355,0.023611755023054622,0.24463710476232456
-0.135381453654032,0.02360947584029018,0.24428607753900425
-0.13434784120092266,0.023607366067539146,0.2439086220648342
-0.13325292264363547,0.023605409421093373,0.2435093995162783
-0.13204159577690194,0.02360271018608621,0.2429231081820242
-0.130743966857743,0.023598713583087634,0.2423483686495765
-0.1293801553847442,0.023593966238404956,0.2417845604043222
-0.12796052549831313,0.023589535491859163,0.24122702218184644
-0.12649134698871792,0.023585732887892726,0.24065741163379073
-0.12497686191409721,0.023582439227024726,0.24006663425659128
-0.12341922434756736,0.023579409853224608,0.23944842394568908
-0.1218190289877979,0.023576449356654275,0.23879877485903717
-0.12017612144147369,0.023573436214403335,0.23811455737744203
-0.11848988625093641,0.023570303489692277,0.23739361934973588
-0.11675943251107533,0.023567017454874908,0.23663418518838186
-0.11498373680060112,0.023563558512439513,0.2358346851961987
-0.11316172884468927,0.023559910330560808,0.23499361721967932
-0.11129234631054309,0.023556055638980132,0.23410945704008151
-0.10937456516028839,0.023551975573001243,0.2331806031010527
-0.10740741764226036,0.023547650392924446,0.23220533974785787
-0.10539000060951928,0.0235430602634386,0.23118181502864193
-0.10331816152828696,0.02353830139396714,0.23012105601117772
-0.10119369556365877,0.023533276604309376,0.2290056381912555
-0.09901681863825748,0.023527912839506154,0.22783694475678704
-0.09678696437628846,0.023522195165560887,0.2266122647398618
-0.09450356566219538,0.023516123601351007,0.22532866582945205
-0.09379700972552428,0.023490860395702615,0.22616754801424835
-0.09350281648266608,0.023466669634908052,0.22745805074851927
-0.09333716455241346,0.0234446570610637,0.2287777219175331
-0.09326267695133875,0.02342486008726307,0.2300692699751559
-0.09327094516798921,0.02340721207678441,0.23131932722867515
-0.09336900675258022,0.023391743364035066,0.23253661139572815
